{'label': '5'},"{'label': '小中大型餐饮都可以用的一款采购软件，质量有保障，售后更全面', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '我不知道你们快驴怎么想的？买的青菜要个农检证能不能给？每次下单每次备注，每次送来都没有。你们农检证是金子做的吗？每次收货每次挨骂，一个农检证真的那么难吗？我真的没有勇气再用快驴了，再也不见！', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '很久没用APP，突然门店有人下单问我放在哪里。我傻了。很久没用这个账号了，门店信息换了之后还留得我的收货电话。后来说信息忘了改严重失职', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '注册都注册不了，所谓的审核根本没人管。直接卸载，永不使用。', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '真的烂', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '便宜是便宜，质量差劲得很，在上面拿滴大豆油，根本就没办法用，熬着都有一股子馊味', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '这平台除了收钱积极，售后堪忧、没有解决问题的能力。退个货找那个多理由搬那么多平台规定最后还是不给退，给一颗心都嫌多', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '无语了，商品问题，责任人各个推来推去', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '东西都发臭了，司机还泻下来，叫他带走不带，说要联系客服才能退货。垃圾公司。', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '无语', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '收个账号', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '菜送过来都烂了，要业务员处理，业务员要我联系400客服，客服各种推诿，客服和业务员都不能处理售后，请问敢用吗？我还是建议用美菜，之前有人处理售后问题', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '看了下面的评论下了试试，结果售后慢不说，销售爱理不理，又不是只有你一家平台。以前觉得美菜不好，现在突然觉得美菜好多了', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '现在买菜都用快驴了，真的方便也便宜，而且菜比美菜的新鲜多了，真的让我省事又方便了，赞。', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '售后问题 已经不想说什么了 再也不会用', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '充钱了无法使用', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '买了很多次了，真是让我太失望了 ，买的餐盒未拆封联系客服不能退货，客服态度不好，后面买了十斤水果，太难吃了，个头小，口感不好，涩口的，10斤都是这样，硬邦邦的，不能退货 差评  ，果断卸载', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '对我们这种店里差人的情况下，还是很方便的，晚上菜单出来直接下单就好了，销售妹儿还是很负责，有问题基本都处理了，总的来说还是很不错的', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '垃圾', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '这应该是全世界上传照片最烂的系统，所有的照片给你乱码排序，然后一次只能点一张，对几万张照片的客户来说是故意影响客户进行售后！ 藕真的老这样，去菜场是根本买不到像这么整齐跟土豆一样大的藕，次次这样，价格和杭州近江菜场没啥区别，可是为什么净卖这些土豆一样的藕？ 之前买的鱿鱼也都是发臭的，很小很会缩水，牛肉么都是烂的。这是第一次给一个app评论，太恶心了，建议美团让这个程序员去送外卖吧', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '送来的东西不到1小时，因为新品牌，外观味道达不到我们的要求，未拆封被告知不允许退货。行吧，这辈子第一次遇到退不了货的供应商。不推荐大家使用，神坑！', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '用着用着显示数据加载失败，然后重新加载怎么点都没用，卸载重新安装都用不了，两个字概括垃圾，说瞎话出门让车撞的。然后问客服客服说网络有问题真是呵呵。', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '大品牌！物美价廉！超级推荐！！！', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '买了一袋土豆还有一袋藕，藕百分之八九十里面都是烂的，土豆非常小，要退款还跟我扯半天，意思是还要我一个个的切开拍照给他，我真的服！售后吹得好一点用没得！关键时候也解决不了问题！真辣鸡！', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '不错，便宜实惠', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '注册完了需要验证，一个星期了都没登录上，费劲，耽误赚钱', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '我在上面买的猪肝 没法吃 和研制过的一样 黄黄的 现在不认账了 说不是他们的猪肝 垃圾东西', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '约定早上八点送货，到9点47分才送，用这个的都是商家，直接耽误我店出菜，希望有看的商家切记切记切记切记不要下载这个APP', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '实在太垃圾，东西太贵，送货司机态度还差果断卸载！', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '垃圾、千万别用、买了500块钱中方肉、带肋骨的那种、结果基本全是普通肉、客服说肋条占比完全符合标准、问了他们占比率标准是多少、又说没有具体标准、不退不换、只同意退30块钱、日了狗了这平台', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '前几天买了一箱鸡蛋，放了几天，上面几盘都是好的，下面几盘都有坏的，都长虫了，客服说生鲜处理时效是12个小时。前天买的黄心土豆，送过来都快和墙壁一样白了，最近买了三四次一次比一次白，打电话给客服，客服跟你玩文字游戏，说平台里写着土豆呈黄色或者淡黄色，只知道推卸责任！', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '垃圾平台', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '差评    服务态度也不好', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '这软件就是个坑 劝大家别使用 谁用谁知道 辣鸡软件 又不能注册  又贵 客服还拽', 'attributes': {'type': 'text'}}"
{'label': '2'},"{'label': '菜品不新鲜，没有优惠', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '以次充好，处理态度敷衍，一箱烂鸡蛋退20块钱，想爆粗口……', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '之前买过几次都还是可以的 最近买了一箱鸡蛋 上面两柄是好的 下面全是烂的臭的长虫了 投诉到客服处理结果竟然只是返20元的券 还强调正常购买超过12个小时后就超过处理失效 里面的虫起码张了一个月 自己产品的问题竟然怪客户没早说 一大箱鸡蛋上面放好的下面放坏的 谁会在12个小时内用完 因为以前买过没有这种问题就没去一个个检查 客服处理问题实在是让人失望', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '显示当前区域未开通', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '买的米是发霉的，商家也不给好好处理！！！！！！！！！！！！！！！！！！！！！！！看着就个尼…………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '什么破app，一直登录进去就是选地址，问题又没有我那边地址，根本无法使用', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '对比其他网上购菜平台来说，品质确实比较好。', 'attributes': {'type': 'text'}}"
{'label': '2'},"{'label': '注册门店地址改不了，一直说要填写，可是根本点不进去，什么鬼？', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '挺好的，销售负责，送货快', 'attributes': {'type': 'text'}}"
{'label': '3'},"{'label': '使用过程中分类列表里，想买的东西，下滑太敏感，还没看到底就闪滑至下一栏。还得重新拨上去，看个东西超级无敌费劲！！已经很久了，想好好看看对比对比，就只能搜品类关键字。', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '简直就是垃圾APP还要什么注册.注册又注册不了！坑爹软件！建议不要使用', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '在这里买了好几次菜，，大冬天 太冷了这个平台还送货上门，价格也便宜。早上可以多休息下，挺好的，支持下', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '价格低，质量好，对我们这些中小型餐饮商户真的是太好了，没有自己的供应链，又不想花钱请专门的采购。用这种平台采购是最好的', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '买了9斤的剁块排骨，有一半不带骨头的肉块，真是欺诈顾客，还不是什么排骨，压根是杂排，带肉率达到70%，你是卖肉，还是卖排骨，客服处理速度龟速，开始用优惠卷打发，后面看着态度坚决，就请示领导，你们这售后去美菜哪学学，看看人家处理速度，责任态度。这不是当面验货签收的事情这么简单，这是挂羊头卖狗肉，欺诈顾客。', 'attributes': {'type': 'text'}}"
{'label': '1'},"{'label': '打客服电话，态度强硬，称已经使用了不能退货.迟迟不给我解决问题！', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '方便实惠比外面便宜', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '他们的销售员都很负责，有任何问题都能第一时间处理，比某菜强一百倍。希望能越做越大', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '确实好用，给力。', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '品类真的很全，而且服务超级棒！确实是能给自己节省不少时间和金钱成本，希望越来越好，支持', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '装备放弃美菜', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '价格很便宜，很方便，送货上门', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '菜很好吃 下次继续买买买', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '食材新鲜，品质也好！', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '支持快驴', 'attributes': {'type': 'text'}}"
{'label': '5'},"{'label': '冻品挺全的 “我常买”设计很赞 其他分类方便合理 nice', 'attributes': {'type': 'text'}}"
